Case ID,Activity,Start,Complete,Classification
trace_522,Investigation and diagnosis,2016/01/04 22:08:44.000,2016/01/05 05:25:44.000,
trace_522,Resolution and recovery,2016/01/05 10:32:44.000,2016/01/05 10:54:44.000,
trace_522,Incident closure,2016/01/05 10:55:44.000,2016/01/05 11:06:44.000,
trace_523,Incident logging,2016/01/04 13:58:44.000,2016/01/04 13:58:44.000,
trace_523,Incident classification,2016/01/04 13:58:44.000,2016/01/04 14:01:44.000,SAP
trace_523,Initial diagnosis,2016/01/04 14:09:44.000,2016/01/04 14:19:44.000,
trace_523,Resolution and recovery,2016/01/04 19:08:44.000,2016/01/04 19:51:44.000,
trace_523,Incident closure,2016/01/04 19:52:44.000,2016/01/04 20:14:44.000,
trace_524,Incident logging,2016/01/04 13:15:44.000,2016/01/04 13:19:44.000,
trace_524,Incident classification,2016/01/04 13:20:44.000,2016/01/04 13:22:44.000,SAP
trace_524,Initial diagnosis,2016/01/04 13:35:44.000,2016/01/04 13:46:44.000,
trace_524,Resolution and recovery,2016/01/04 15:57:44.000,2016/01/04 16:16:44.000,
trace_524,Incident closure,2016/01/04 16:17:44.000,2016/01/04 16:29:44.000,
trace_525,Incident logging,2016/01/04 13:18:44.000,2016/01/04 13:31:44.000,
trace_525,Incident classification,2016/01/04 13:33:44.000,2016/01/04 13:38:44.000,SAP
trace_525,Initial diagnosis,2016/01/04 13:50:44.000,2016/01/04 14:02:44.000,
trace_525,Functional escalation,2016/01/04 14:02:44.000,2016/01/04 14:08:44.000,
trace_525,Investigation and diagnosis,2016/01/04 23:29:44.000,2016/01/05 02:44:44.000,
trace_525,Initial diagnosis,2016/01/05 04:01:44.000,2016/01/05 04:23:44.000,
trace_525,Resolution and recovery,2016/01/05 09:56:44.000,2016/01/05 10:01:44.000,
trace_525,Incident closure,2016/01/05 10:02:44.000,2016/01/05 10:24:44.000,
trace_526,Incident logging,2016/01/04 12:51:44.000,2016/01/04 13:06:44.000,
trace_526,Incident classification,2016/01/04 13:07:44.000,2016/01/04 13:12:44.000,Backup
trace_526,Initial diagnosis,2016/01/04 13:21:44.000,2016/01/04 13:32:44.000,
trace_526,Resolution and recovery,2016/01/04 18:09:44.000,2016/01/04 18:24:44.000,
trace_526,Incident closure,2016/01/04 18:27:44.000,2016/01/04 18:42:44.000,
trace_527,Incident logging,2016/01/04 13:46:44.000,2016/01/04 13:54:44.000,
trace_527,Incident classification,2016/01/04 13:54:44.000,2016/01/04 14:00:44.000,Citrix
trace_527,Initial diagnosis,2016/01/04 14:05:44.000,2016/01/04 14:20:44.000,
trace_527,Functional escalation,2016/01/04 14:21:44.000,2016/01/04 14:30:44.000,
trace_527,Investigation and diagnosis,2016/01/05 00:03:44.000,2016/01/05 00:03:44.000,
trace_527,Resolution and recovery,2016/01/05 04:26:44.000,2016/01/05 04:48:44.000,
trace_527,Incident closure,2016/01/05 04:48:44.000,2016/01/05 05:10:44.000,
trace_528,Incident logging,2016/01/04 14:08:44.000,2016/01/04 14:24:44.000,
trace_528,Incident classification,2016/01/04 14:24:44.000,2016/01/04 14:30:44.000,Mail
trace_528,Initial diagnosis,2016/01/04 14:42:44.000,2016/01/04 14:48:44.000,
trace_528,Incident closure,2016/01/04 16:50:44.000,2016/01/04 16:57:44.000,
trace_529,Incident logging,2016/01/04 13:43:44.000,2016/01/04 13:56:44.000,
trace_529,Incident classification,2016/01/04 13:59:44.000,2016/01/04 14:02:44.000,Mail
trace_529,Initial diagnosis,2016/01/04 14:12:44.000,2016/01/04 14:29:44.000,
trace_529,Incident closure,2016/01/04 16:32:44.000,2016/01/04 16:39:44.000,
trace_530,Incident logging,2016/01/04 11:04:44.000,2016/01/04 11:22:44.000,
trace_530,Incident classification,2016/01/04 11:23:44.000,2016/01/04 11:27:44.000,SAP
trace_530,Initial diagnosis,2016/01/04 11:35:44.000,2016/01/04 11:42:44.000,
trace_530,Functional escalation,2016/01/04 11:45:44.000,2016/01/04 11:48:44.000,
trace_530,Investigation and diagnosis,2016/01/05 07:11:44.000,2016/01/05 09:32:44.000,
trace_530,Initial diagnosis,2016/01/05 10:32:44.000,2016/01/05 10:40:44.000,
trace_530,Resolution and recovery,2016/01/05 14:45:44.000,2016/01/05 14:49:44.000,
trace_530,Incident closure,2016/01/05 14:49:44.000,2016/01/05 14:59:44.000,
trace_531,Incident logging,2016/01/04 11:38:44.000,2016/01/04 11:50:44.000,
trace_531,Incident classification,2016/01/04 11:50:44.000,2016/01/04 11:54:44.000,Mail
trace_531,Initial diagnosis,2016/01/04 11:55:44.000,2016/01/04 12:04:44.000,
trace_531,Functional escalation,2016/01/04 12:04:44.000,2016/01/04 12:06:44.000,
trace_531,Investigation and diagnosis,2016/01/04 20:58:44.000,2016/01/05 00:47:44.000,
trace_531,Resolution and recovery,2016/01/05 05:26:44.000,2016/01/05 06:32:44.000,
trace_531,Incident closure,2016/01/05 06:34:44.000,2016/01/05 06:40:44.000,
trace_532,Incident logging,2016/01/04 13:10:44.000,2016/01/04 13:16:44.000,
trace_532,Incident classification,2016/01/04 13:17:44.000,2016/01/04 13:20:44.000,Backup
trace_532,Initial diagnosis,2016/01/04 13:33:44.000,2016/01/04 13:42:44.000,
trace_532,Resolution and recovery,2016/01/04 14:42:44.000,2016/01/04 15:29:44.000,
trace_532,Incident closure,2016/01/04 15:32:44.000,2016/01/04 16:00:44.000,
trace_533,Incident logging,2016/01/04 12:41:44.000,2016/01/04 12:44:44.000,
trace_533,Incident classification,2016/01/04 12:45:44.000,2016/01/04 12:50:44.000,SAP
trace_533,Initial diagnosis,2016/01/04 12:52:44.000,2016/01/04 13:01:44.000,
trace_533,Functional escalation,2016/01/04 13:04:44.000,2016/01/04 13:08:44.000,
trace_533,Investigation and diagnosis,2016/01/04 19:40:44.000,2016/01/05 04:41:44.000,
trace_533,Initial diagnosis,2016/01/05 05:53:44.000,2016/01/05 06:00:44.000,
trace_533,Resolution and recovery,2016/01/05 09:03:44.000,2016/01/05 09:45:44.000,
trace_533,Incident closure,2016/01/05 09:45:44.000,2016/01/05 10:03:44.000,
trace_534,Incident logging,2016/01/04 15:28:44.000,2016/01/04 15:42:44.000,
trace_534,Incident classification,2016/01/04 15:43:44.000,2016/01/04 15:46:44.000,SAP
trace_534,Initial diagnosis,2016/01/04 15:49:44.000,2016/01/04 16:01:44.000,
trace_534,Resolution and recovery,2016/01/04 20:56:44.000,2016/01/04 21:45:44.000,
trace_534,Incident closure,2016/01/04 21:45:44.000,2016/01/04 22:00:44.000,
trace_535,Incident logging,2016/01/04 14:08:44.000,2016/01/04 14:17:44.000,
trace_535,Incident classification,2016/01/04 14:19:44.000,2016/01/04 14:23:44.000,SAP
trace_535,Initial diagnosis,2016/01/04 14:34:44.000,2016/01/04 14:41:44.000,
trace_535,Resolution and recovery,2016/01/04 20:23:44.000,2016/01/04 21:21:44.000,
trace_535,Incident closure,2016/01/04 21:22:44.000,2016/01/04 21:32:44.000,
trace_536,Incident logging,2016/01/04 12:28:44.000,2016/01/04 12:46:44.000,
trace_536,Incident classification,2016/01/04 12:49:44.000,2016/01/04 12:51:44.000,Mail
trace_536,Initial diagnosis,2016/01/04 13:03:44.000,2016/01/04 13:11:44.000,
trace_536,Incident closure,2016/01/04 15:13:44.000,2016/01/04 15:17:44.000,
trace_537,Incident logging,2016/01/04 13:13:44.000,2016/01/04 13:22:44.000,
trace_537,Incident classification,2016/01/04 13:25:44.000,2016/01/04 13:25:44.000,Citrix
trace_537,Initial diagnosis,2016/01/04 13:35:44.000,2016/01/04 13:39:44.000,
trace_537,Functional escalation,2016/01/04 13:40:44.000,2016/01/04 13:47:44.000,
trace_537,Investigation and diagnosis,2016/01/05 06:14:44.000,2016/01/05 11:56:44.000,
trace_537,Resolution and recovery,2016/01/05 12:56:44.000,2016/01/05 13:36:44.000,
trace_537,Incident closure,2016/01/05 13:39:44.000,2016/01/05 13:50:44.000,
trace_538,Incident logging,2016/01/04 13:16:44.000,2016/01/04 13:28:44.000,
trace_538,Incident classification,2016/01/04 13:30:44.000,2016/01/04 13:35:44.000,Citrix
trace_538,Initial diagnosis,2016/01/04 13:45:44.000,2016/01/04 14:02:44.000,
trace_538,Functional escalation,2016/01/04 14:06:44.000,2016/01/04 14:09:44.000,
trace_538,Investigation and diagnosis,2016/01/05 04:12:44.000,2016/01/05 16:11:44.000,
trace_538,Resolution and recovery,2016/01/05 19:44:44.000,2016/01/05 20:18:44.000,
trace_538,Incident closure,2016/01/05 20:19:44.000,2016/01/05 20:24:44.000,
trace_539,Incident logging,2016/01/04 12:51:44.000,2016/01/04 12:52:44.000,
trace_539,Incident classification,2016/01/04 12:53:44.000,2016/01/04 12:54:44.000,Mail
trace_539,Initial diagnosis,2016/01/04 12:57:44.000,2016/01/04 13:15:44.000,
trace_539,Resolution and recovery,2016/01/04 15:52:44.000,2016/01/04 16:09:44.000,
trace_539,Incident closure,2016/01/04 16:10:44.000,2016/01/04 16:30:44.000,
trace_540,Incident logging,2016/01/04 12:52:44.000,2016/01/04 13:02:44.000,
trace_540,Incident classification,2016/01/04 13:04:44.000,2016/01/04 13:12:44.000,Mail
trace_540,Initial diagnosis,2016/01/04 13:23:44.000,2016/01/04 13:33:44.000,
trace_540,Functional escalation,2016/01/04 13:34:44.000,2016/01/04 13:39:44.000,
trace_540,Investigation and diagnosis,2016/01/04 21:22:44.000,2016/01/05 03:50:44.000,
trace_540,Incident closure,2016/01/05 05:50:44.000,2016/01/05 06:04:44.000,
trace_541,Incident logging,2016/01/04 13:33:44.000,2016/01/04 13:40:44.000,
trace_541,Incident classification,2016/01/04 13:40:44.000,2016/01/04 13:45:44.000,SAP
trace_541,Initial diagnosis,2016/01/04 13:55:44.000,2016/01/04 14:04:44.000,
trace_541,Resolution and recovery,2016/01/04 16:21:44.000,2016/01/04 16:50:44.000,
trace_541,Incident closure,2016/01/04 16:50:44.000,2016/01/04 17:05:44.000,
trace_542,Incident logging,2016/01/04 12:06:44.000,2016/01/04 12:09:44.000,
trace_542,Incident classification,2016/01/04 12:10:44.000,2016/01/04 12:16:44.000,SAP
trace_542,Initial diagnosis,2016/01/04 12:25:44.000,2016/01/04 12:38:44.000,
trace_542,Functional escalation,2016/01/04 12:41:44.000,2016/01/04 12:43:44.000,
trace_542,Investigation and diagnosis,2016/01/05 07:46:44.000,2016/01/05 12:35:44.000,
trace_542,Initial diagnosis,2016/01/05 13:40:44.000,2016/01/05 13:49:44.000,
trace_542,Functional escalation,2016/01/05 13:51:44.000,2016/01/05 13:55:44.000,
trace_542,Investigation and diagnosis,2016/01/06 04:50:44.000,2016/01/06 05:06:44.000,
trace_542,Resolution and recovery,2016/01/06 07:02:44.000,2016/01/06 07:23:44.000,
trace_542,Incident closure,2016/01/06 07:25:44.000,2016/01/06 07:37:44.000,
trace_543,Incident logging,2016/01/04 12:48:44.000,2016/01/04 12:48:44.000,
trace_543,Incident classification,2016/01/04 12:50:44.000,2016/01/04 12:59:44.000,Mail
trace_543,Initial diagnosis,2016/01/04 13:12:44.000,2016/01/04 13:21:44.000,
trace_543,Resolution and recovery,2016/01/04 16:41:44.000,2016/01/04 17:22:44.000,
trace_543,Incident closure,2016/01/04 17:23:44.000,2016/01/04 17:36:44.000,
trace_544,Incident logging,2016/01/04 13:40:44.000,2016/01/04 13:49:44.000,
trace_544,Incident classification,2016/01/04 13:50:44.000,2016/01/04 13:53:44.000,Mail
trace_544,Initial diagnosis,2016/01/04 14:01:44.000,2016/01/04 14:16:44.000,
trace_544,Functional escalation,2016/01/04 14:16:44.000,2016/01/04 14:20:44.000,
trace_544,Investigation and diagnosis,2016/01/05 02:49:44.000,2016/01/05 10:16:44.000,
trace_544,Incident closure,2016/01/05 12:18:44.000,2016/01/05 12:29:44.000,
trace_545,Incident logging,2016/01/04 12:56:44.000,2016/01/04 13:09:44.000,
trace_545,Incident classification,2016/01/04 13:11:44.000,2016/01/04 13:13:44.000,SAP
trace_545,Initial diagnosis,2016/01/04 13:22:44.000,2016/01/04 13:32:44.000,
trace_545,Resolution and recovery,2016/01/04 18:42:44.000,2016/01/04 19:23:44.000,
trace_545,Incident closure,2016/01/04 19:26:44.000,2016/01/04 19:45:44.000,
trace_546,Incident logging,2016/01/04 14:02:44.000,2016/01/04 14:23:44.000,
trace_546,Incident classification,2016/01/04 14:23:44.000,2016/01/04 14:28:44.000,Intranet
trace_546,Initial diagnosis,2016/01/04 14:37:44.000,2016/01/04 14:43:44.000,
trace_546,Functional escalation,2016/01/04 14:43:44.000,2016/01/04 14:49:44.000,
trace_546,Investigation and diagnosis,2016/01/04 22:54:44.000,2016/01/04 23:54:44.000,
trace_546,Resolution and recovery,2016/01/05 00:54:44.000,2016/01/05 01:01:44.000,
trace_546,Incident closure,2016/01/05 01:02:44.000,2016/01/05 01:17:44.000,
trace_547,Incident logging,2016/01/04 12:34:44.000,2016/01/04 12:34:44.000,
trace_547,Incident classification,2016/01/04 12:34:44.000,2016/01/04 12:40:44.000,Intranet
trace_547,Initial diagnosis,2016/01/04 12:47:44.000,2016/01/04 13:06:44.000,
trace_547,Resolution and recovery,2016/01/04 16:48:44.000,2016/01/04 18:02:44.000,
trace_547,Incident closure,2016/01/04 18:05:44.000,2016/01/04 18:21:44.000,
trace_548,Incident logging,2016/01/04 12:48:44.000,2016/01/04 13:03:44.000,
trace_548,Incident classification,2016/01/04 13:05:44.000,2016/01/04 13:11:44.000,SAP
trace_548,Initial diagnosis,2016/01/04 13:19:44.000,2016/01/04 13:28:44.000,
trace_548,Functional escalation,2016/01/04 13:31:44.000,2016/01/04 13:38:44.000,
trace_548,Investigation and diagnosis,2016/01/05 05:02:44.000,2016/01/05 10:50:44.000,
trace_548,Initial diagnosis,2016/01/05 12:01:44.000,2016/01/05 12:15:44.000,
trace_548,Resolution and recovery,2016/01/05 19:12:44.000,2016/01/05 19:19:44.000,
trace_548,Incident closure,2016/01/05 19:22:44.000,2016/01/05 19:37:44.000,
trace_549,Incident logging,2016/01/04 12:25:44.000,2016/01/04 12:25:44.000,
trace_549,Incident classification,2016/01/04 12:26:44.000,2016/01/04 12:29:44.000,SAP
trace_549,Initial diagnosis,2016/01/04 12:33:44.000,2016/01/04 12:42:44.000,
trace_549,Resolution and recovery,2016/01/04 16:23:44.000,2016/01/04 16:51:44.000,
trace_549,Incident closure,2016/01/04 16:51:44.000,2016/01/04 17:01:44.000,
trace_550,Incident logging,2016/01/04 12:24:44.000,2016/01/04 12:45:44.000,
trace_550,Incident classification,2016/01/04 12:45:44.000,2016/01/04 12:52:44.000,Citrix
trace_550,Initial diagnosis,2016/01/04 13:00:44.000,2016/01/04 13:07:44.000,
trace_550,Resolution and recovery,2016/01/04 17:13:44.000,2016/01/04 18:09:44.000,
trace_550,Incident closure,2016/01/04 18:10:44.000,2016/01/04 18:26:44.000,
trace_551,Incident logging,2016/01/04 15:34:44.000,2016/01/04 15:49:44.000,
trace_551,Incident classification,2016/01/04 15:50:44.000,2016/01/04 15:55:44.000,Mail
trace_551,Initial diagnosis,2016/01/04 16:06:44.000,2016/01/04 16:14:44.000,
trace_551,Incident closure,2016/01/04 18:15:44.000,2016/01/04 18:27:44.000,
trace_552,Incident logging,2016/01/04 12:40:44.000,2016/01/04 13:00:44.000,
trace_552,Incident classification,2016/01/04 13:00:44.000,2016/01/04 13:04:44.000,SAP
trace_552,Initial diagnosis,2016/01/04 13:10:44.000,2016/01/04 13:19:44.000,
trace_552,Resolution and recovery,2016/01/04 16:38:44.000,2016/01/04 17:04:44.000,
trace_552,Incident closure,2016/01/04 17:07:44.000,2016/01/04 17:25:44.000,
trace_553,Incident logging,2016/01/04 12:34:44.000,2016/01/04 12:42:44.000,
trace_553,Incident classification,2016/01/04 12:43:44.000,2016/01/04 12:47:44.000,SAP
trace_553,Initial diagnosis,2016/01/04 12:52:44.000,2016/01/04 12:52:44.000,
trace_553,Functional escalation,2016/01/04 12:58:44.000,2016/01/04 13:04:44.000,
trace_553,Investigation and diagnosis,2016/01/05 15:27:44.000,2016/01/06 01:36:44.000,
trace_553,Initial diagnosis,2016/01/06 02:46:44.000,2016/01/06 02:51:44.000,
trace_553,Resolution and recovery,2016/01/06 09:01:44.000,2016/01/06 09:53:44.000,
trace_553,Incident closure,2016/01/06 09:55:44.000,2016/01/06 10:03:44.000,
trace_554,Incident logging,2016/01/04 13:38:44.000,2016/01/04 13:40:44.000,
trace_554,Incident classification,2016/01/04 13:41:44.000,2016/01/04 13:51:44.000,Mail
trace_554,Initial diagnosis,2016/01/04 13:57:44.000,2016/01/04 14:09:44.000,
trace_554,Incident closure,2016/01/04 16:10:44.000,2016/01/04 16:32:44.000,
trace_555,Incident logging,2016/01/04 13:46:44.000,2016/01/04 14:03:44.000,
trace_555,Incident classification,2016/01/04 14:03:44.000,2016/01/04 14:03:44.000,Citrix
trace_555,Initial diagnosis,2016/01/04 14:16:44.000,2016/01/04 14:24:44.000,
trace_555,Functional escalation,2016/01/04 14:26:44.000,2016/01/04 14:30:44.000,
trace_555,Investigation and diagnosis,2016/01/04 19:06:44.000,2016/01/05 04:24:44.000,
trace_555,Resolution and recovery,2016/01/05 07:41:44.000,2016/01/05 08:39:44.000,
trace_555,Incident closure,2016/01/05 08:39:44.000,2016/01/05 08:50:44.000,
trace_556,Incident logging,2016/01/04 14:00:44.000,2016/01/04 14:03:44.000,
trace_556,Incident classification,2016/01/04 14:04:44.000,2016/01/04 14:07:44.000,SAP
trace_556,Initial diagnosis,2016/01/04 14:12:44.000,2016/01/04 14:24:44.000,
trace_556,Functional escalation,2016/01/04 14:25:44.000,2016/01/04 14:29:44.000,
trace_556,Investigation and diagnosis,2016/01/05 14:37:44.000,2016/01/05 18:13:44.000,
trace_556,Initial diagnosis,2016/01/05 19:21:44.000,2016/01/05 19:21:44.000,
trace_556,Resolution and recovery,2016/01/05 21:25:44.000,2016/01/05 22:05:44.000,
trace_556,Incident closure,2016/01/05 22:06:44.000,2016/01/05 22:30:44.000,
trace_557,Incident logging,2016/01/04 12:08:44.000,2016/01/04 12:09:44.000,
trace_557,Incident classification,2016/01/04 12:09:44.000,2016/01/04 12:14:44.000,Citrix
trace_557,Initial diagnosis,2016/01/04 12:29:44.000,2016/01/04 12:40:44.000,
trace_557,Functional escalation,2016/01/04 12:42:44.000,2016/01/04 12:50:44.000,
trace_557,Investigation and diagnosis,2016/01/04 21:23:44.000,2016/01/05 05:21:44.000,
trace_557,Resolution and recovery,2016/01/05 07:04:44.000,2016/01/05 07:24:44.000,
trace_557,Incident closure,2016/01/05 07:25:44.000,2016/01/05 07:33:44.000,
trace_558,Incident logging,2016/01/04 12:15:44.000,2016/01/04 12:19:44.000,
trace_558,Incident classification,2016/01/04 12:20:44.000,2016/01/04 12:22:44.000,Citrix
trace_558,Initial diagnosis,2016/01/04 12:24:44.000,2016/01/04 12:30:44.000,
trace_558,Resolution and recovery,2016/01/04 15:56:44.000,2016/01/04 16:53:44.000,
trace_558,Incident closure,2016/01/04 16:55:44.000,2016/01/04 17:09:44.000,
trace_559,Incident logging,2016/01/04 13:13:44.000,2016/01/04 13:19:44.000,
trace_559,Incident classification,2016/01/04 13:19:44.000,2016/01/04 13:26:44.000,Citrix
trace_559,Initial diagnosis,2016/01/04 13:39:44.000,2016/01/04 13:51:44.000,
trace_559,Resolution and recovery,2016/01/04 16:40:44.000,2016/01/04 17:34:44.000,
trace_559,Incident closure,2016/01/04 17:36:44.000,2016/01/04 17:42:44.000,
trace_560,Incident logging,2016/01/04 12:41:44.000,2016/01/04 12:46:44.000,
trace_560,Incident classification,2016/01/04 12:46:44.000,2016/01/04 12:48:44.000,Mail
trace_560,Initial diagnosis,2016/01/04 12:57:44.000,2016/01/04 13:11:44.000,
trace_560,Functional escalation,2016/01/04 13:14:44.000,2016/01/04 13:19:44.000,
trace_560,Investigation and diagnosis,2016/01/04 21:28:44.000,2016/01/05 03:46:44.000,
trace_560,Incident closure,2016/01/05 05:46:44.000,2016/01/05 05:52:44.000,
trace_561,Incident logging,2016/01/04 15:58:44.000,2016/01/04 16:17:44.000,
trace_561,Incident classification,2016/01/04 16:20:44.000,2016/01/04 16:21:44.000,Mail
trace_561,Initial diagnosis,2016/01/04 16:26:44.000,2016/01/04 16:37:44.000,
trace_561,Functional escalation,2016/01/04 16:41:44.000,2016/01/04 16:46:44.000,
trace_561,Investigation and diagnosis,2016/01/05 03:05:44.000,2016/01/05 07:45:44.000,
trace_561,Initial diagnosis,2016/01/05 08:58:44.000,2016/01/05 09:15:44.000,
trace_561,Functional escalation,2016/01/05 09:16:44.000,2016/01/05 09:23:44.000,
trace_561,Investigation and diagnosis,2016/01/05 17:32:44.000,2016/01/06 03:17:44.000,
trace_561,Incident closure,2016/01/06 05:17:44.000,2016/01/06 05:34:44.000,
trace_562,Incident logging,2016/01/04 13:32:44.000,2016/01/04 13:32:44.000,
trace_562,Incident classification,2016/01/04 13:33:44.000,2016/01/04 13:33:44.000,SAP
trace_562,Initial diagnosis,2016/01/04 13:39:44.000,2016/01/04 13:43:44.000,
trace_562,Functional escalation,2016/01/04 13:43:44.000,2016/01/04 13:50:44.000,
trace_562,Investigation and diagnosis,2016/01/04 15:48:44.000,2016/01/04 16:02:44.000,
trace_562,Initial diagnosis,2016/01/04 17:14:44.000,2016/01/04 17:28:44.000,
trace_562,Resolution and recovery,2016/01/04 19:24:44.000,2016/01/04 19:24:44.000,
trace_562,Incident closure,2016/01/04 19:26:44.000,2016/01/04 19:45:44.000,
trace_563,Incident logging,2016/01/04 11:48:44.000,2016/01/04 11:56:44.000,
trace_563,Incident classification,2016/01/04 11:57:44.000,2016/01/04 12:04:44.000,SAP
trace_563,Initial diagnosis,2016/01/04 12:10:44.000,2016/01/04 12:22:44.000,
trace_563,Functional escalation,2016/01/04 12:22:44.000,2016/01/04 12:29:44.000,
trace_563,Investigation and diagnosis,2016/01/05 19:52:44.000,2016/01/05 23:12:44.000,
trace_563,Initial diagnosis,2016/01/06 00:27:44.000,2016/01/06 00:36:44.000,
trace_563,Functional escalation,2016/01/06 00:40:44.000,2016/01/06 00:40:44.000,
trace_563,Investigation and diagnosis,2016/01/06 15:00:44.000,2016/01/06 18:40:44.000,
trace_563,Resolution and recovery,2016/01/06 21:04:44.000,2016/01/06 21:29:44.000,
trace_563,Incident closure,2016/01/06 21:29:44.000,2016/01/06 21:42:44.000,
trace_564,Incident logging,2016/01/04 12:53:44.000,2016/01/04 13:00:44.000,
trace_564,Incident classification,2016/01/04 13:00:44.000,2016/01/04 13:07:44.000,Backup
trace_564,Initial diagnosis,2016/01/04 13:09:44.000,2016/01/04 13:17:44.000,
trace_564,Resolution and recovery,2016/01/04 18:33:44.000,2016/01/04 18:51:44.000,
trace_564,Incident closure,2016/01/04 18:53:44.000,2016/01/04 18:56:44.000,
trace_565,Incident logging,2016/01/04 11:35:44.000,2016/01/04 11:47:44.000,
trace_565,Incident classification,2016/01/04 11:48:44.000,2016/01/04 11:57:44.000,Mail
trace_565,Initial diagnosis,2016/01/04 12:05:44.000,2016/01/04 12:20:44.000,
trace_565,Functional escalation,2016/01/04 12:20:44.000,2016/01/04 12:26:44.000,
trace_565,Investigation and diagnosis,2016/01/05 04:18:44.000,2016/01/05 12:16:44.000,
trace_565,Initial diagnosis,2016/01/05 13:20:44.000,2016/01/05 13:31:44.000,
trace_565,Functional escalation,2016/01/05 13:32:44.000,2016/01/05 13:37:44.000,
trace_565,Investigation and diagnosis,2016/01/06 03:56:44.000,2016/01/06 03:56:44.000,
trace_565,Incident closure,2016/01/06 05:56:44.000,2016/01/06 06:08:44.000,
trace_566,Incident logging,2016/01/04 13:03:44.000,2016/01/04 13:04:44.000,
trace_566,Incident classification,2016/01/04 13:06:44.000,2016/01/04 13:12:44.000,SAP
trace_566,Initial diagnosis,2016/01/04 13:20:44.000,2016/01/04 13:31:44.000,
trace_566,Functional escalation,2016/01/04 13:34:44.000,2016/01/04 13:39:44.000,
trace_566,Investigation and diagnosis,2016/01/05 02:25:44.000,2016/01/05 15:18:44.000,
trace_566,Initial diagnosis,2016/01/05 16:24:44.000,2016/01/05 16:39:44.000,
trace_566,Resolution and recovery,2016/01/05 17:39:44.000,2016/01/05 18:20:44.000,
trace_566,Incident closure,2016/01/05 18:20:44.000,2016/01/05 18:29:44.000,
trace_567,Incident logging,2016/01/04 11:48:44.000,2016/01/04 11:48:44.000,
trace_567,Incident classification,2016/01/04 11:49:44.000,2016/01/04 11:59:44.000,Mail
trace_567,Initial diagnosis,2016/01/04 12:06:44.000,2016/01/04 12:09:44.000,
trace_567,Functional escalation,2016/01/04 12:13:44.000,2016/01/04 12:19:44.000,
trace_567,Investigation and diagnosis,2016/01/04 21:28:44.000,2016/01/05 01:50:44.000,
trace_567,Resolution and recovery,2016/01/05 06:11:44.000,2016/01/05 06:53:44.000,
trace_567,Incident closure,2016/01/05 06:53:44.000,2016/01/05 07:07:44.000,
trace_568,Incident logging,2016/01/04 12:18:44.000,2016/01/04 12:22:44.000,
trace_568,Incident classification,2016/01/04 12:25:44.000,2016/01/04 12:30:44.000,Mail
trace_568,Initial diagnosis,2016/01/04 12:37:44.000,2016/01/04 12:42:44.000,
trace_568,Incident closure,2016/01/04 14:42:44.000,2016/01/04 14:45:44.000,
trace_569,Incident logging,2016/01/04 13:29:44.000,2016/01/04 13:42:44.000,
trace_569,Incident classification,2016/01/04 13:44:44.000,2016/01/04 13:46:44.000,Backup
trace_569,Initial diagnosis,2016/01/04 13:51:44.000,2016/01/04 14:03:44.000,
trace_569,Resolution and recovery,2016/01/04 17:44:44.000,2016/01/04 18:11:44.000,
trace_569,Incident closure,2016/01/04 18:11:44.000,2016/01/04 18:21:44.000,
trace_570,Incident logging,2016/01/04 14:15:44.000,2016/01/04 14:20:44.000,
trace_570,Incident classification,2016/01/04 14:21:44.000,2016/01/04 14:24:44.000,Mail
trace_570,Initial diagnosis,2016/01/04 14:38:44.000,2016/01/04 14:47:44.000,
trace_570,Incident closure,2016/01/04 16:47:44.000,2016/01/04 17:02:44.000,
trace_571,Incident logging,2016/01/04 12:57:44.000,2016/01/04 13:04:44.000,
trace_571,Incident classification,2016/01/04 13:06:44.000,2016/01/04 13:10:44.000,Intranet
trace_571,Initial diagnosis,2016/01/04 13:17:44.000,2016/01/04 13:29:44.000,
trace_571,Resolution and recovery,2016/01/04 15:50:44.000,2016/01/04 15:54:44.000,
trace_571,Incident closure,2016/01/04 15:57:44.000,2016/01/04 16:02:44.000,
trace_572,Incident logging,2016/01/04 12:45:44.000,2016/01/04 12:52:44.000,
trace_572,Incident classification,2016/01/04 12:53:44.000,2016/01/04 12:58:44.000,SAP
trace_572,Initial diagnosis,2016/01/04 13:01:44.000,2016/01/04 13:07:44.000,
trace_572,Resolution and recovery,2016/01/04 17:31:44.000,2016/01/04 18:41:44.000,
trace_572,Incident closure,2016/01/04 18:43:44.000,2016/01/04 18:56:44.000,
trace_573,Incident logging,2016/01/04 14:42:44.000,2016/01/04 14:52:44.000,
trace_573,Incident classification,2016/01/04 14:53:44.000,2016/01/04 14:57:44.000,SAP
trace_573,Initial diagnosis,2016/01/04 15:09:44.000,2016/01/04 15:14:44.000,
trace_573,Resolution and recovery,2016/01/04 19:05:44.000,2016/01/04 20:05:44.000,
trace_573,Incident closure,2016/01/04 20:06:44.000,2016/01/04 20:22:44.000,
trace_574,Incident logging,2016/01/04 14:07:44.000,2016/01/04 14:12:44.000,
trace_574,Incident classification,2016/01/04 14:13:44.000,2016/01/04 14:19:44.000,Mail
trace_574,Initial diagnosis,2016/01/04 14:23:44.000,2016/01/04 14:35:44.000,
trace_574,Functional escalation,2016/01/04 14:37:44.000,2016/01/04 14:41:44.000,
trace_574,Investigation and diagnosis,2016/01/04 20:33:44.000,2016/01/05 00:59:44.000,
